
0,鸠摩搜书,https://www.jiumodiary.com/
0,知搜,https://zhiso.cc/
0,TheFuture,https://bks.thefuture.top/
0,🥇Anna's Archive👍,https://annas-archive.se/
0,🥇zlibrary官方,https://z-library.sk/
0,🥇24h搜书（IPFS）,https://book.daohangxie.com/


0,小七姐开源－提示词图书馆,https://vxc3hj17dym.feishu.cn/wiki/VDb1wMKDNiNj0mkJn6VcFgRenVc

0,GET笔记,https://www.biji.com/
0,秘塔AI（专题）,https://metaso.cn/subject

0,全球学术快报,https://m.cnki.net/mcnkidown/
0,腾讯医典,https://h5.baike.qq.com/mobile/home.html
0,丁香医生,https://dxy.com/
0,丁香园用药助手,https://drugs.dxy.cn/pc

0,梅斯医学MedSci,https://www.medsci.cn/
0,默沙东诊疗手册,https://www.msdmanuals.cn/
0,中国疾病预防控制中心,https://www.chinacdc.cn/
